</b>スペインオオヤマネコ<b></b>(秋田県)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:14:19.04 ID:HnFsVfdg0● BE:194767121-PLT(13001)<> sssp://img.5ch.net/ico/nida.gif <br> ナスの絵文字は職場で使用NG？　国による意味の捉え方の違いを調査 <br> https://news.yahoo.co.jp/articles/b8bd78ec232ba8791fb4e9751693055923c14599 <>スマホ野郎、5ちゃんで絵文字使うなよ？パソコンから見れねぇんだわ。  [194767121]
</b>ギコ<b></b>(東京都)<b> <small>[IT]</small><>sage<>2022/07/22(金) 20:17:31.76 ID:GZr1Kb080<> JaneStyleならプラグインあるじゃん <>
</b>エキゾチックショートヘア<b></b>(神奈川県)<b> <small>[US]</small><><>2022/07/22(金) 20:17:33.69 ID:9xmRd2A80<> ごめんね&#129402; <>
</b>パンパスネコ<b></b>(埼玉県)<b> <small>[GB]</small><>sage<>2022/07/22(金) 20:17:51.64 ID:FnbiUbXU0<> &#129315; <>
</b>しぃ<b></b>(東京都)<b> <small>[ﾆﾀﾞ]</small><><>2022/07/22(金) 20:17:54.89 ID:p+yobIxe0<> &#128513;&#128513;&#128513;&#128513; <>
</b>シャム<b></b>(大阪府)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:17:56.75 ID:i1XanvQ20<> &#129455;&#127814; <>
</b>ハイイロネコ<b></b>(東京都)<b> <small>[US]</small><><>2022/07/22(金) 20:18:15.20 ID:/KZvTCtS0<> PC専ブラでも見れるけど？&#129300; <>
</b>ボルネオヤマネコ<b></b>(茸)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:18:21.93 ID:4lVPtHnb0<> &#128534;&#127812;&#128166; <>
</b>アメリカンワイヤーヘア<b></b>(長屋)<b> <small>[US]</small><><>2022/07/22(金) 20:18:27.12 ID:T3ZjbtfR0<> <a href="../test/read.cgi/news/1658488459/9" rel="noopener noreferrer" target="_blank">&gt;&gt;9</a> <br> 僕の <br> おじいちゃんは <br> 昭和生まれのコンピューター <br> AA <br> gif <br> 縦読み <br> なんでもドンと来いさ&#65374; <>
</b>コーニッシュレック<b></b>(和歌山県)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 20:18:38.54 ID:tBQ/V6BJ0<> 煽る時はemoji&#129303; <>
</b>アメリカンカール<b></b>(茸)<b> <small>[PL]</small><>sage<>2022/07/22(金) 20:19:17.60 ID:hA527Lax0<> やだね&#128540; <>
</b>オシキャット<b></b>(東京都)<b> <small>[ﾆﾀﾞ]</small><><>2022/07/22(金) 20:19:31.52 ID:OIw1ziFX0<> 専ブラ使ってると見えるんだけどなあ <>
</b>マンチカン<b></b>(愛知県)<b> <small>[IN]</small><>sage<>2022/07/22(金) 20:20:06.44 ID:oW/K9Jn30<> はーい&#128515; <>
</b>コーニッシュレック<b></b>(和歌山県)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 20:20:42.74 ID:tBQ/V6BJ0<> スライムくん返して&#128557; <>
</b>猫又<b></b>(東京都)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:20:52.74 ID:3qoBTdLI0<> &#129408;&#127830;&#128051;&#128239; <>
</b>ボンベイ<b></b>(茸)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 20:20:56.08 ID:bjlpL9sk0<> 承知しました&#9996;&#128578;&#128060; <>
</b>ボンベイ<b></b>(茸)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:20:57.50 ID:WwgDMspg0<> &#127471;&#127477; <>
</b>アビシニアン<b></b>(ジパング)<b> <small>[JP]</small><>sage<>2022/07/22(金) 20:20:59.90 ID:9KZIkzYZ0<> すまんのお&#128122; <>
</b>ターキッシュバン<b></b>(静岡県)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 20:21:04.26 ID:VtruEbCH0<> <a href="../test/read.cgi/news/1658488459/1" rel="noopener noreferrer" target="_blank">&gt;&gt;1</a> <br> &#128557; <>
</b>サバトラ<b></b>(静岡県)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:21:17.26 ID:jQ9revuE0<> &#128519;&#128519; <>
</b>ぬこ<b></b>(神奈川県)<b> <small>[FR]</small><>sage<>2022/07/22(金) 20:21:24.23 ID:CELz/JeH0<> <a href="../test/read.cgi/news/1658488459/26" rel="noopener noreferrer" target="_blank">&gt;&gt;26</a> <br> 普通のブラウザでも見れる <br> むしろJaneStyleみたいなゴミ専ブラだとプラグイン使わないと見れない <>
</b>バーミーズ<b></b>(栃木県)<b> <small>[UA]</small><>sage<>2022/07/22(金) 20:21:32.43 ID:5md3FjUL0<> ☆（ゝω・）vｷｬﾋﾟ <>
</b>サビイロネコ<b></b>(茸)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:22:41.87 ID:usYk2DRt0<> たし&#129408; <>
</b>ターキッシュバン<b></b>(静岡県)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 20:22:43.33 ID:VtruEbCH0<> <a href="../test/read.cgi/news/1658488459/36" rel="noopener noreferrer" target="_blank">&gt;&gt;36</a> <br> それは顔文字 <>
</b>ヨーロッパヤマネコ<b></b>(山梨県)<b> <small>[TR]</small><>sage<>2022/07/22(金) 20:23:19.73 ID:eVxXp9U10<> &#128169;&#128169;&#128169; <>
</b>サーバル<b></b>(長野県)<b> <small>[CN]</small><>sage<>2022/07/22(金) 20:23:24.19 ID:0SZYfBBk0<> 1x1じゃ表現にも限界あるから16文字使って4x4の絵文字とかあってもいいのにな <>
</b>ジャガランディ<b></b>(千葉県)<b> <small>[US]</small><><>2022/07/22(金) 20:23:37.82 ID:eqazktRJ0<> &#128513; <>
</b>ハイイロネコ<b></b>(SB-iPhone)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 20:23:38.44 ID:IZGyaimF0<> emojiは普通に表示されるだろ <br> Unicodeじゃなかったっけ？ <>
</b>アジアゴールデンキャット<b></b>(大阪府)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:23:46.47 ID:izxvAJH90<> &#129521;&#129521;&#129521;&#129521;&#129521;&#129521;&#129521;&#129521; <br> &#129521;&#129521;&#129521;&#129521;&#129521;&#129521;&#129521;&#129521; <br> &#129521;&#128378;&#128163;&#129521;&#129521;&#129521;&#129521;&#129521; <br> &#129521;&#129521;&#129521;&#129521;&#129521;&#129521;&#129521;&#129521; <br> &#129521;&#129521;&#129521;&#129521;&#129521;&#129521;&#129521;&#129521; <>
</b>ピューマ<b></b>(大阪府)<b> <small>[US]</small><><>2022/07/22(金) 20:23:54.06 ID:vlpKVZc80<> &#128525; <>
</b>茶トラ<b></b>(茨城県)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:24:19.26 ID:Ny+LWitT0<> &#128405;&#129322;&#128405; <>
</b>茶トラ<b></b>(茨城県)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:24:51.22 ID:Ny+LWitT0<> &#128591; <br> &#127875; <>
</b>ターキッシュバン<b></b>(茸)<b> <small>[BE]</small><>sage<>2022/07/22(金) 20:25:11.97 ID:cj5C5sDG0<> 半角カナも使うなよ <br> ソフトが誤動作するし、海外サーバとかもヤバいんだぞ <>
</b>トラ<b></b>(愛知県)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:25:26.61 ID:s0USjBGT0<> &#128169; <>
</b>スペインオオヤマネコ<b></b>(東京都)<b> <small>[CZ]</small><>sage<>2022/07/22(金) 20:25:54.85 ID:0j94+ASC0<> ? <>
</b>オシキャット<b></b>(東京都)<b> <small>[ﾆﾀﾞ]</small><><>2022/07/22(金) 20:26:15.19 ID:OIw1ziFX0<> <a href="../test/read.cgi/news/1658488459/47" rel="noopener noreferrer" target="_blank">&gt;&gt;47</a> <br> ここの名前欄どうすんだよｗ <>
</b>ボブキャット<b></b>(富山県)<b> <small>[CN]</small><><>2022/07/22(金) 20:26:34.71 ID:a6G3JaMI0<> PCだとなんのブラウザが最強なんだ？ <br> エミュでchmateでも使った方がいい？ <>
</b>ぬこ<b></b>(茸)<b> <small>[JP]</small><>sage<>2022/07/22(金) 20:26:39.18 ID:cHAYbcir0<> &#198;ON <>
</b>マーゲイ<b></b>(京都府)<b> <small>[KR]</small><><>2022/07/22(金) 20:27:08.59 ID:M6yMRqGT0<> &#127825;&#127814; <>
</b>ジャガー<b></b>(京都府)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:27:09.18 ID:KtvO53BE0<> &#127773; <>
</b>セルカークレックス<b></b>(福岡県)<b> <small>[IN]</small><><>2022/07/22(金) 20:27:38.62 ID:NjtCiBRS0<> &#128008;&#8205;&#11035; <>
</b>ターキッシュアンゴラ<b></b>(やわらか銀行)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:28:29.03 ID:dWv5yd/20<> ::cry <>
</b>ベンガル<b></b>(愛知県)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 20:28:44.83 ID:NFc8PyHU0<> Unicodeに今時対応してない化石なソフトが悪い <>
</b>ターキッシュアンゴラ<b></b>(やわらか銀行)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:28:58.95 ID:dWv5yd/20<>  sssp://img.5ch.net/emoji/5ch-sick.gif <>
</b>オリエンタル<b></b>(静岡県)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:29:36.67 ID:u+ErZqvU0<> スマホ太郎 <>
</b>ヨーロッパヤマネコ<b></b>(京都府)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:29:42.38 ID:GiHYvR3z0<> &#129303; <>
</b>ユキヒョウ<b></b>(SB-Android)<b> <small>[EU]</small><><>2022/07/22(金) 20:29:53.38 ID:cBbS0Toj0<> ごめんなさい&#128518; <>
</b>アメリカンボブテイル<b></b>(東京都)<b> <small>[NL]</small><><>2022/07/22(金) 20:30:14.99 ID:KGH7SSHG0<> PCにはAAが有るだろ <br> AA貼ると最悪規制されるけど <>
</b>オシキャット<b></b>(東京都)<b> <small>[ﾆﾀﾞ]</small><><>2022/07/22(金) 20:31:13.96 ID:OIw1ziFX0<> <a href="../test/read.cgi/news/1658488459/51" rel="noopener noreferrer" target="_blank">&gt;&gt;51</a> <br> proxyかませられるならsiki <br> それかNAS鯖にp2間借りさせるか <>
</b>カラカル<b></b>(ジパング)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:31:40.91 ID:qISwAyYQ0<> &#128052;&#129420; <>
</b>ボンベイ<b></b>(東京都)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:32:53.69 ID:GOCtwYUQ0<> <a href="../test/read.cgi/news/1658488459/1" rel="noopener noreferrer" target="_blank">&gt;&gt;1</a> <br> 今どき、PC？ｗｗｗ <br>  <br> お前より古参だが、おまえ、少し時代についていく努力したほうがいいよ <>
</b>縞三毛<b></b>(茸)<b> <small>[US]</small><><>2022/07/22(金) 20:34:17.68 ID:EwJilfwp0<> &#128557; <>
</b>ライオン<b></b>(ジパング)<b> <small>[ﾆﾀﾞ]</small><><>2022/07/22(金) 20:34:49.90 ID:s5VeoFmC0<> AAのが色々出来て面白かったけどね <br> もぅ職人も殆ど残ってないだろ <>
</b>トラ<b></b>(兵庫県)<b> <small>[JP]</small><>sage<>2022/07/22(金) 20:36:20.75 ID:cHQgCX4+0<> &#128053;ー&#128055; <>
</b>ペルシャ<b></b>(滋賀県)<b> <small>[MY]</small><>sage<>2022/07/22(金) 20:36:31.40 ID:/+TUMBkO0<> いや見れるだろ&#128517; <>
</b>バリニーズ<b></b>(東京都)<b> <small>[JP]</small><><>2022/07/22(金) 20:37:41.25 ID:s07xJAo20<> Janeだと意味不明の文字列になる <>
</b>ボンベイ<b></b>(茸)<b> <small>[PE]</small><>sage<>2022/07/22(金) 20:39:22.95 ID:5ZzTpERL0<> &#128545;&#129308;&#128165;<a href="../test/read.cgi/news/1658488459/1" rel="noopener noreferrer" target="_blank">&gt;&gt;1</a>&#129402; <>
</b>マーゲイ<b></b>(茸)<b> <small>[US]</small><><>2022/07/22(金) 20:40:11.10 ID:ud4dwt5Q0<> どんなpcだよ <>
</b>スノーシュー<b></b>(東京都)<b> <small>[GB]</small><>sage<>2022/07/22(金) 20:41:12.48 ID:xLuIi0J50<> パパパパパソコンで５ちゃんねるｗｗｗ <>
</b>スフィンクス<b></b>(神奈川県)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:41:13.78 ID:Uf0RqE5S0<> 3???4???　とか？迷惑だな <>
</b>スフィンクス<b></b>(東京都)<b> <small>[ﾆﾀﾞ]</small><><>2022/07/22(金) 20:41:18.39 ID:rt/TJXza0<> &#128682;&#128048;&#9757;&#9962;死ね <>
</b>キジトラ<b></b>(茸)<b> <small>[US]</small><><>2022/07/22(金) 20:42:20.00 ID:/we8U8xq0<> 今どきこんなトコをPCで見てるバカ居るんだ&#129300; <>
</b>マレーヤマネコ<b></b>(SB-iPhone)<b> <small>[SI]</small><><>2022/07/22(金) 20:42:56.33 ID:IRWxJP9F0<> ( ´∀｀) <>
</b>ターキッシュアンゴラ<b></b>(東京都)<b> <small>[ID]</small><>sage<>2022/07/22(金) 20:44:07.71 ID:dDsMrI0I0<> はい&#128578; <>
</b>オセロット<b></b>(公衆電話)<b> <small>[BE]</small><><>2022/07/22(金) 20:44:54.11 ID:roHHt63J0<> 絵文字をemojiとか風潮が未だに受け付けない <>
</b>スナネコ<b></b>(茸)<b> <small>[GB]</small><>sage<>2022/07/22(金) 20:45:34.08 ID:TMIHu5es0<> 5chで絵文字使う人とかいるの&#129396;&#8265; <>
</b>セルカークレックス<b></b>(大阪府)<b> <small>[GB]</small><><>2022/07/22(金) 20:45:58.65 ID:n1WvFV5J0<> &#127765;&#127773;&#127767;&#127768;&#127768; &#127759; <>
</b>アジアゴールデンキャット<b></b>(SB-Android)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:46:53.72 ID:oJLlO4JZ0<> 嫌なら見るな <br> 見えないなら気にするな <br>  <br> そのまま見えない菌に怯え続けて暮らせ。 <br> 除菌剤のCMもそうだが、わざわざ菌を拡大したり模写して見えるようにして怯えさせる。 <br>  <br> ほんと気持ち悪い思想。 <>
</b>ソマリ<b></b>(茸)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:47:03.11 ID:yJMj1pmB0<> &#128557;&#129394;&#128545;&#129392;&#128588;&#129395;&#128560;&#128531;&#129300; <>
</b>ピューマ<b></b>(東京都)<b> <small>[CN]</small><>sage<>2022/07/22(金) 20:48:57.11 ID:IO4pxPdH0<> <a href="../test/read.cgi/news/1658488459/70" rel="noopener noreferrer" target="_blank">&gt;&gt;70</a> そうそう、漏れも変な文字列が出ててイライラしてたんだけど <br> 昨日初めてJaneの絵文字プラグイン入れてみたらきれいに絵文字が <br> 見れるようになって感激してたところなんだわ <>
</b>サビイロネコ<b></b>(東京都)<b> <small>[GB]</small><><>2022/07/22(金) 20:49:30.50 ID:dvQ3YHHz0<> <a href="../test/read.cgi/news/1658488459/1" rel="noopener noreferrer" target="_blank">&gt;&gt;1</a> <br> PCからでも絵文字は見られるけど？ <br> まあ、絵文字使う奴はウザイから死ねと思うけど。 <>
</b>スミロドン<b></b>(SB-Android)<b> <small>[IN]</small><>sage<>2022/07/22(金) 20:49:36.77 ID:xKf0ayHq0<> PCで2ch(現5ch)してたのって <br> 2010年代の中期くらいまでだな <>
</b>ジャガー<b></b>(やわらか銀行)<b> <small>[JP]</small><>sage<>2022/07/22(金) 20:49:36.86 ID:AMgGnIED0<> &#128563; <>
</b>ジャガーネコ<b></b>(新潟県)<b> <small>[US]</small><><>2022/07/22(金) 20:50:10.84 ID:dOLAWbmj0<> &#127472;&#127479;&#127472;&#127477;&#127464;&#127475; <>
</b>ジャパニーズボブテイル<b></b>(埼玉県)<b> <small>[EU]</small><>sage<>2022/07/22(金) 20:50:20.51 ID:8hzDMlwk0<> ごめんちゃい&#129402; <>
</b>オシキャット<b></b>(ジパング)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:50:21.90 ID:3o/ovxbd0<> <a href="../test/read.cgi/news/1658488459/1" rel="noopener noreferrer" target="_blank">&gt;&gt;1</a> <br> うるせぇバカ(＞＜) <>
</b>オリエンタル<b></b>(大阪府)<b> <small>[AE]</small><>sage<>2022/07/22(金) 20:51:00.39 ID:aopy8K6t0<> スマホで見ればいいのでは&#129300; <>
</b>アンデスネコ<b></b>(山形県)<b> <small>[US]</small><>さ<>2022/07/22(金) 20:53:54.21 ID:vsEDrTgg0<> 俺はフォント入れてる <>
</b>現場猫<b></b>(東京都)<b> <small>[VN]</small><>sage<>2022/07/22(金) 20:53:57.01 ID:4sCMm0VR0<> &#129311;&#128526;&#129311; <>
</b>イエネコ<b></b>(SB-Android)<b> <small>[AU]</small><>sage<>2022/07/22(金) 20:54:07.60 ID:Ou/5ceMW0<> &#129326;&#129326;&#129326;&#129326;&#129326;&#129326;&#129326;&#129326;&#129326; <>
</b>マヌルネコ<b></b>(茸)<b> <small>[SA]</small><><>2022/07/22(金) 20:54:13.56 ID:jPVALG720<> &#128018;ー&#128022; <>
</b>ジャガランディ<b></b>(愛知県)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:55:00.46 ID:1YveTE8Z0<> &#127814;&#127842;&#127535;&#127472;&#127487;&#128219;&#128014; <>
</b>黒トラ<b></b>(SB-iPhone)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 20:55:31.13 ID:ou5AXxe10<> <a href="../test/read.cgi/news/1658488459/79" rel="noopener noreferrer" target="_blank">&gt;&gt;79</a> <br> 風潮じゃねえ <br> 規格みたいなもんや <>
</b>トラ<b></b>(神奈川県)<b> <small>[EU]</small><>sage<>2022/07/22(金) 20:56:06.64 ID:0E4NSfUm0<> &#128539; <>
</b>黒トラ<b></b>(SB-iPhone)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 20:56:19.13 ID:ou5AXxe10<> <a href="../test/read.cgi/news/1658488459/82" rel="noopener noreferrer" target="_blank">&gt;&gt;82</a> <br> 感染症と闘ってきた人類の歴史全否定かよ <>
</b>ヨーロッパオオヤマネコ<b></b>(東京都)<b> <small>[NL]</small><><>2022/07/22(金) 20:57:02.49 ID:ceb+rpIn0<> <a href="../test/read.cgi/news/1658488459/51" rel="noopener noreferrer" target="_blank">&gt;&gt;51</a> <br> 現状Siki以外死んでるも同然 <>
</b>ジャガランディ<b></b>(島根県)<b> <small>[ﾇｺ]</small><>sage<>2022/07/22(金) 20:57:08.05 ID:gsb7kGyT0<> まさかポチポチの時代になるとわな <>
</b>猫又<b></b>(東京都)<b> <small>[US]</small><><>2022/07/22(金) 20:57:17.20 ID:vbLPRHGL0<> &#128539; <>
</b>しぃ<b></b>(大阪府)<b> <small>[JP]</small><>sage<>2022/07/22(金) 20:57:41.92 ID:RgwTPU7P0<> &#128526; <>
</b>ハバナブラウン<b></b>(神奈川県)<b> <small>[ﾇｺ]</small><>sage<>2022/07/22(金) 20:57:45.95 ID:UaCnyJc60<> 新しいやつなら表示されるだろ&#128076;&#128065;&#128067;&#128065;&#129331; <br> どんだけ古いの使ってんの&#129325; <>
</b>アムールヤマネコ<b></b>(光)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 21:01:06.56 ID:8AbrTDuj0<> &#129400;＋&#128104; <br> ↓ <br> &#9829;&#129730;&#9829; <br> ↓ <br> &#127977;＜ｱｯｰ&#9829; <>
</b>キジ白<b></b>(ジパング)<b> <small>[DE]</small><>sage<>2022/07/22(金) 21:02:11.72 ID:EamEcx+U0<> &#128516; <>
</b>斑<b></b>(広島県)<b> <small>[RO]</small><>sage<>2022/07/22(金) 21:04:27.90 ID:I1wu7Utd0<> 今時PCでお行儀よく正座して5chもねーだろ <br> 片手にスマホゲー <br> 片手につべ <br> テレビはテレビでつけっぱなし垂れ流し <br> こんな時代になったんだよ <br> あとスマホだと読みやすさに気を遣うと <br> こんな感じの縦長改行になりがちなんだよね <br> PC民横がスッカスカでイラッイラ&#129315; <>
</b>ハイイロネコ<b></b>(東京都)<b> <small>[US]</small><>open<>2022/07/22(金) 21:06:21.53 ID:VYrwHRoi0<> 昔はMac勢がなんか言ってたけど無視して機種依存文字使い倒してたな <>
</b>ボンベイ<b></b>(三重県)<b> <small>[US]</small><><>2022/07/22(金) 21:06:42.39 ID:zq5ql3bH0<> スレが期待どおりの流れで安心したw <>
</b>トラ<b></b>(茨城県)<b> <small>[JP]</small><>sage<>2022/07/22(金) 21:07:09.19 ID:ulsDXsek0<> &#128169; <>
</b>サーバル<b></b>(茸)<b> <small>[CH]</small><><>2022/07/22(金) 21:07:27.64 ID:zCB0XV2I0<> &#128169; <>
</b>アメリカンボブテイル<b></b>(ジパング)<b> <small>[CN]</small><>sage<>2022/07/22(金) 21:08:00.03 ID:79+l13QM0<> &#128111;&#128111;&#128111;&#128372;&#128378;&#128372;&#128111;&#128111;&#128111; <>
</b>シャム<b></b>(埼玉県)<b> <small>[CN]</small><><>2022/07/22(金) 21:08:03.17 ID:0RoWhdp70<> &#129402;&#129401;&#128024; <>
</b>ピクシーボブ<b></b>(大阪府)<b> <small>[US]</small><>sage<>2022/07/22(金) 21:09:33.28 ID:IKJCGrY10<> 句読点より絵文字の方がゴミ <>
</b>バリニーズ<b></b>(ジパング)<b> <small>[ﾆﾀﾞ]</small><><>2022/07/22(金) 21:10:21.55 ID:CKZNKOHL0<> &#128545;ごめん <>
</b>スノーシュー<b></b>(東京都)<b> <small>[CA]</small><>sage<>2022/07/22(金) 21:10:55.93 ID:SsjdQP8z0<> &#127833; <>
</b>スフィンクス<b></b>(東京都)<b> <small>[US]</small><>sage<>2022/07/22(金) 21:12:38.11 ID:Rd3q0kE90<> &#128591; <>
</b>スコティッシュフォールド<b></b>(東京都)<b> <small>[GB]</small><>sage<>2022/07/22(金) 21:13:16.30 ID:2wbtgAA80<> 化ける絵文字と化けない絵文字がわからん&#9829;&#10084; <>
</b>アムールヤマネコ<b></b>(茸)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 21:15:03.44 ID:FoORIIYI0<> &#128523;&#128076;&#10024; <>
</b>スノーシュー<b></b>(東京都)<b> <small>[CA]</small><>sage<>2022/07/22(金) 21:15:10.48 ID:SsjdQP8z0<> &#129302; <>
</b>サバトラ<b></b>(SB-Android)<b> <small>[DE]</small><>sage<>2022/07/22(金) 21:15:24.69 ID:MY+Ah1Yo0<> &#128105;&#8205;&#129458;&#10145;&#128105;&#8205;&#129457; <>
</b>ヒョウ<b></b>(東京都)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 21:15:31.69 ID:Hy2UZO3P0<> &#127383; <>
</b>スノーシュー<b></b>(東京都)<b> <small>[CA]</small><>sage<>2022/07/22(金) 21:15:40.02 ID:SsjdQP8z0<> &#128037; <>
</b>シャルトリュー<b></b>(茸)<b> <small>[ﾆﾀﾞ]</small><><>2022/07/22(金) 21:16:08.84 ID:Y7VVVHtN0<> &#129402;&#128166; <>
</b>スノーシュー<b></b>(東京都)<b> <small>[CA]</small><>sage<>2022/07/22(金) 21:16:35.33 ID:SsjdQP8z0<> &#128105;&#8205;&#127979; <>
</b>ジャパニーズボブテイル<b></b>(大阪府)<b> <small>[CH]</small><><>2022/07/22(金) 21:17:25.96 ID:+MNteub40<> ああそうなんのか、確かに昔はpcで見てたから不気味だったw <>
</b>ハイイロネコ<b></b>(滋賀県)<b> <small>[JP]</small><><>2022/07/22(金) 21:17:55.44 ID:FpLz1I+u0<> パソコンだけど普通に絵文字見えてるけど <>
</b>マレーヤマネコ<b></b>(ジパング)<b> <small>[US]</small><>sage<>2022/07/22(金) 21:18:12.87 ID:w/KUxFz+0<> 分かった&#128536; <>
</b>ヒマラヤン<b></b>(光)<b> <small>[US]</small><>sage<>2022/07/22(金) 21:18:14.14 ID:Qq/Si3ev0<> 今日も！お前は！いい壺もってんねぇ&#128131; 隣の！あなたも！いい壺もってんねぇ&#128131; 財布の！中身も！いい壺買ってんねぇ&#128131; あなたも！私も！いい壺もってんねぇ&#128131; <>
</b>アムールヤマネコ<b></b>(SB-Android)<b> <small>[US]</small><><>2022/07/22(金) 21:19:23.77 ID:G+ByXrlQ0<> &#128025; <>
</b>ボブキャット<b></b>(新日本)<b> <small>[CN]</small><>sage<>2022/07/22(金) 21:19:31.75 ID:xUXUmQ0j0<> &#661;&#8226;&#811;&#865;&#8226;&#661;&#8226;&#811;&#865;&#8226;&#660;&#8226;&#811;&#865;&#8226;&#660;&#8226;&#811;&#865;&#8226;&#661;&#8226;&#811;&#865;&#8226;&#660;&#8226;&#811;&#865;&#8226;&#661;&#8226;&#811;&#865;&#8226;&#661;&#8226;&#811;&#865;&#8226;&#660;&#8226;&#811;&#865;&#8226;&#660;&#8226;&#811;&#865;&#8226;&#661;&#8226;&#811;&#865;&#8226;&#660;&#8226;&#811;&#865;&#8226;&#660; <>
